la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,72,20,8,NA
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,78,8,12,2
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,78,18,4,NA
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,74,20,5,0
S12000041,Angus,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,59,30,10,1
S12000011,East Renfrewshire,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,45,36,18,1
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,52,37,10,1
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,68,23,9,1
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,53,22,23,1
S12000041,Angus,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,83,13,4,1
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,63,13,23,1
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,31,28,40,2
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,60,16,23,1
S12000036,City of Edinburgh,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,56,28,14,2
S12000017,Highland,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,76,15,7,2
S12000042,Dundee City,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,38,25,26,11
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,63,15,20,2
S12000017,Highland,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,16,7,1
S12000006,Dumfries and Galloway,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,82,9,9,0
S12000014,Falkirk,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,50,27,21,2
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,59,21,18,2
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,13,8,1
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,40,13,46,1
S12000042,Dundee City,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,48,27,23,3
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,76,11,11,2
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,77,8,16,NA
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,64,30,6,NA
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,74,15,10,0
S12000040,West Lothian,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,84,13,3,0
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,61,27,10,1
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,77,19,4,0
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,84,11,4,1
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,54,22,23,2
S12000039,West Dunbartonshire,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,54,23,16,7
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,19,14,1
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,88,8,4,NA
S12000040,West Lothian,2019,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,81,14,4,1
S12000039,West Dunbartonshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,58,25,14,3
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,53,21,24,2
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,51,23,24,2
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,59,22,13,6
S12000039,West Dunbartonshire,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,56,24,17,3
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,48,24,25,3
S12000041,Angus,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,84,9,4,2
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,55,29,13,3
S12000041,Angus,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,71,17,12,NA
S12000041,Angus,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,69,17,12,2
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,52,35,11,2
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,37,27,34,2
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,48,33,15,4
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,75,17,7,0
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,73,13,13,1
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,36,27,29,8
S12000005,Clackmannanshire,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,59,21,17,3
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,80,13,6,0
S12000042,Dundee City,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,62,21,16,0
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,80,14,5,1
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,89,7,3,2
S12000047,Fife,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,78,15,7,1
S12000050,North Lanarkshire,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,49,24,24,3
S12000014,Falkirk,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,50,19,28,2
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,75,20,3,2
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,56,32,10,2
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,59,30,10,2
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,86,11,3,NA
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,84,13,3,NA
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,83,13,4,NA
S12000005,Clackmannanshire,2014,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,83,15,2,0
S12000045,East Dunbartonshire,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,62,28,7,2
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,68,18,12,2
S12000010,East Lothian,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,91,5,3,NA
S12000045,East Dunbartonshire,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,60,31,7,2
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,20% most deprived,All,All,All,63,22,11,4
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,75,8,15,1
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,75,14,11,NA
S12000045,East Dunbartonshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,66,25,7,2
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,64,25,11,NA
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,64,24,11,NA
S12000040,West Lothian,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,39,53,9,NA
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,53,35,10,2
S12000050,North Lanarkshire,2018,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,52,32,13,2
S12000050,North Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,63,22,13,2
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,76,10,13,1
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,67,21,12,NA
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,60,21,12,7
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,58,19,20,4
S12000038,Renfrewshire,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,72,24,2,2
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,63,27,10,NA
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,68,23,10,NA
S12000040,West Lothian,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,26,7,0
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,64,14,20,1
S12000042,Dundee City,2017,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,56,26,15,2
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,43,29,26,2
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,53,26,19,2
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,61,21,17,1
S12000039,West Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,57,25,17,2
S12000038,Renfrewshire,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,74,15,8,3
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,79,16,5,NA
S12000045,East Dunbartonshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,59,19,19,3
S12000041,Angus,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,72,16,9,3
S12000045,East Dunbartonshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,73,10,11,5
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,87,10,3,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,79,17,5,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,78,18,4,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,70,25,5,NA
S12000008,East Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,59,29,8,4
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,75,14,9,1
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,85,10,5,NA
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,86,8,5,NA
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,85,11,4,NA
S12000013,Na h-Eileanan Siar,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,74,10,15,1
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,63,20,15,3
S12000038,Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,48,35,16,1
S12000018,Inverclyde,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,54,27,17,2
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,46,17,37,1
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,64,20,15,1
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,59,22,18,0
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,64,25,9,1
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,69,22,8,1
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,56,21,22,1
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,63,19,16,2
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,62,13,14,11
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,53,22,17,8
S12000018,Inverclyde,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,53,25,21,1
S12000028,South Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,77,13,9,1
S12000036,City of Edinburgh,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,66,20,12,2
S12000038,Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,37,38,20,4
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,45,33,20,1
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,69,10,21,1
S12000005,Clackmannanshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,76,14,9,1
S12000017,Highland,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,21,11,2
S12000049,Glasgow City,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,49,34,16,1
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,67,24,9,NA
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,79,12,8,0
S12000035,Argyll and Bute,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,70,14,9,6
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,58,23,16,3
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,70,15,14,1
S12000020,Moray,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,72,13,13,2
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,81,17,2,1
S12000018,Inverclyde,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,51,28,21,1
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,75,18,7,0
S12000040,West Lothian,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,56,15,26,2
S12000049,Glasgow City,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,42,26,27,5
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,90,10,NA,NA
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,66,23,9,2
S12000047,Fife,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,78,17,5,NA
S12000045,East Dunbartonshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,20,16,3
S12000040,West Lothian,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,78,15,5,1
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,51,29,19,1
S12000042,Dundee City,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,52,30,13,5
S12000041,Angus,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,55,17,22,6
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,28,10,NA
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,81,10,9,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,84,13,2,NA
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,86,10,4,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,77,23,0,NA
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,70,22,7,1
S12000030,Stirling,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,78,16,4,2
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,58,17,22,2
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,36,23,39,2
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,82,10,7,2
S12000030,Stirling,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,84,13,2,0
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,54,21,23,2
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,62,15,21,2
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,66,19,13,2
S12000028,South Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,69,22,8,1
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,77,12,9,2
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,39,13,47,1
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,79,18,3,1
S12000027,Shetland Islands,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,87,3,9,1
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,48,26,23,3
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,68,21,7,3
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,50,31,18,0
S12000013,Na h-Eileanan Siar,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,82,11,7,NA
S12000013,Na h-Eileanan Siar,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,77,18,5,NA
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,50,26,24,NA
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,65,23,10,2
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,86,13,1,NA
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,54,16,30,NA
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,64,25,10,0
S12000017,Highland,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,72,14,13,1
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,58,20,18,4
S12000041,Angus,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,51,27,19,3
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,62,16,19,2
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,64,25,9,2
