"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-specific deaths, females","Argyll & Bute","S37000004","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",5.8,10.92,3.76,24.33,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Clackmannanshire & Stirling","S37000005","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",7.2,9.23,3.75,18.84,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Dumfries & Galloway","S37000006","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",6.8,8,3.06,16.83,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Dundee City","S37000007","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",11.2,15.68,7.84,27.96,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Ayrshire","S37000008","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",5.4,8.1,2.73,18.41,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Dunbartonshire","S37000009","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",3.6,5.64,1.37,15.15,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Lothian","S37000010","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",3.8,6.66,1.69,17.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Renfrewshire","S37000011","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",3.8,7.23,1.84,18.97,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Edinburgh","S37000012","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",26.8,11.85,7.76,17.31,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Falkirk","S37000013","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",8,9.43,4.05,18.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Highland","S37000016","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",13.4,10.29,5.51,17.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Inverclyde","S37000017","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",6.8,15.4,5.99,32.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Midlothian","S37000018","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",6,12.73,4.63,27.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Moray","S37000019","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",6,11.8,4.27,25.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Ayrshire","S37000020","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",13.2,17.03,9.05,29.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Orkney Islands","S37000022","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",1.2,10.01,0.24,49.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Renfrewshire","S37000024","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",14.4,15.26,8.4,25.45,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Scottish Borders","S37000025","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",5.6,8.29,2.85,18.61,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Shetland Islands","S37000026","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",0.2,1.62,0,33.15,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Ayrshire","S37000027","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",6,9.1,3.23,19.99,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Lanarkshire","S37000028","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",21.6,12.5,7.78,19.03,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Dunbartonshire","S37000029","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",7.8,16.04,6.76,31.96,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Lothian","S37000030","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",10,10.92,5.2,20.13,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Western Isles","S37000031","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",3.2,21.03,4.47,59.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Fife","S37000032","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",24.2,12.47,7.98,18.55,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Perth & Kinross","S37000033","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",9,10.87,4.93,20.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Glasgow City","S37000034","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",45.8,16.35,11.91,21.87,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Lanarkshire","S37000035","HSC partnership",2016,"2014 to 2018 calendar years; 5-year aggregates",33,18.5,12.72,26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Scotland","S00000001","Scotland",2014,"2012 to 2016 calendar years; 5-year aggregates",713,28.07,26.03,30.22,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Ayrshire & Arran","S08000015","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",44.6,24.21,17.55,32.52,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Borders","S08000016","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",11,17.18,8.49,30.85,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Dumfries & Galloway","S08000017","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",11.8,14.33,7.28,25.25,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Forth Valley","S08000019","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",34.8,24.06,16.69,33.55,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Grampian","S08000020","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",51.8,18.89,14.06,24.84,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Highland","S08000022","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",50.2,29.68,21.98,39.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Lothian","S08000024","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",87,23.02,18.38,28.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Orkney","S08000025","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",3.8,31.35,7.84,82.53,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Shetland","S08000026","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",1.8,14.15,1.29,54.3,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Western Isles","S08000028","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",7.2,44.97,18.18,91.99,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Fife","S08000029","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",35.8,19.9,13.88,27.62,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Tayside","S08000030","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",54.4,27.09,20.33,35.36,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Greater Glasgow & Clyde","S08000031","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",207.4,40.84,35.41,46.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","NHS Lanarkshire","S08000032","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",111.4,35.83,29.43,43.21,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Aberdeen City","S11000001","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",24.2,25.19,16.03,37.61,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Aberdeenshire","S11000002","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",14.8,11.21,6.21,18.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Angus","S11000003","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",12.4,20.29,10.53,35.25,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Argyll & Bute","S11000004","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",12,25.76,13.11,45.28,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Clackmannanshire","S11000005","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7,27.41,10.84,56.74,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Dumfries & Galloway","S11000006","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",11.8,14.33,7.28,25.25,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Dundee City","S11000007","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",25.6,40.66,26.38,59.85,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","East Ayrshire","S11000008","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",16.4,27.15,15.57,43.92,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","East Dunbartonshire","S11000009","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",8.8,16.44,7.36,31.52,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","East Renfrewshire","S11000011","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7.8,18.46,7.62,37.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Edinburgh, City of","S11000012","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",49.8,24.48,18.05,32.43,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Falkirk","S11000013","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",17.2,22.34,12.99,35.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Fife","S11000014","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",35.8,19.9,13.88,27.62,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Glasgow City","S11000015","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",129.8,53.27,44.32,63.47,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Highland","S11000016","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",38.2,31.27,22.08,42.97,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Inverclyde","S11000017","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",17.4,43.74,25.49,69.89,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Moray","S11000019","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",12.8,27.13,14.3,46.66,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","North Ayrshire","S11000020","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",15.8,23.92,13.37,39.3,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Orkney Islands","S11000022","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",3.8,31.35,7.84,82.53,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Perth & Kinross","S11000023","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",16.4,21.36,12.22,34.61,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, males","Renfrewshire","S11000024","Alcohol & drug partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",27.6,33.43,22.06,48.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
